DimInvestmentID,DimAccountID,InvestmentManagerID,Name,AssetClass,SubAssetClass,InvestmentRegime,IsPrimaryAccount,AsOfDate,NAV,Twr1Month,Twr3Month,Twr1Year,Twr3Year,Twr5Year,Twr10Year,TwrFytd,TwrYtd,TwrSince98,SINCE_INCEPTION,INCEPTION_DATE,AdjustedBegMV,TOT_MARKET_VALUE,DimPortfolioID,BenchmarkDimAccountID,Account,DimBenchmarkID,BenchmarkName,Twr6Month,Twr2Year,Twr4Year,Twr7Year
6277,116177,Marshall Wace,Marshall Wace World,Developed Markets Public Equity,Global Developed Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.095729,-0.068197,-0.206595,0.037468,0.04442,0.072812,-0.095729,-0.256251,0.051046,5.0311,,571573000000,514897000000,12,80172,IX1F00285998,2250,MSCI AC World,-0.214122,0.005524,0.031498,0.074232
6277,81455,Marshall Wace,Marshall Wace World,Developed Markets Public Equity,Global Developed Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.095729,-0.068197,-0.206595,0.037468,0.04442,0.072812,-0.095729,-0.256251,0.051046,5.0311,,571573000000,514897000000,12,80172,IX1F00285998,2250,MSCI AC World,-0.214122,0.005524,0.031498,0.074232
4881,116897,GQG Partners,GQG Global,Developed Markets Public Equity,Global Developed Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.095729,-0.068197,-0.206595,0.037468,0.04442,0.072812,-0.095729,-0.256251,0.051046,5.0311,,571573000000,514897000000,12,80172,IX1F00285998,2250,MSCI AC World,-0.214122,0.005524,0.031498,0.074232
4881,82055,GQG Partners,GQG Global,Developed Markets Public Equity,Global Developed Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.095729,-0.068197,-0.206595,0.037468,0.04442,0.072812,-0.095729,-0.256251,0.051046,5.0311,,571573000000,514897000000,12,80172,IX1F00285998,2250,MSCI AC World,-0.214122,0.005524,0.031498,0.074232
25925,83015,Arrowstreet,Arrowstreet ACWI,Developed Markets Public Equity,Global Developed Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.096524,-0.066353,-0.211837,0.036424,0.041646,0.072492,-0.096524,-0.257159,0.054302,6.8782,,650209000000,584764000000,12,88987,IX1F00112407,2550,MSCI ACWI IMI,-0.214188,0.008008,0.02842,0.072703
25925,89958,Arrowstreet,Arrowstreet ACWI,Developed Markets Public Equity,Global Developed Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.096524,-0.066353,-0.211837,0.036424,0.041646,0.072492,-0.096524,-0.257159,0.054302,6.8782,,650209000000,584764000000,12,88987,IX1F00112407,2550,MSCI ACWI IMI,-0.214188,0.008008,0.02842,0.072703
20056,94160,UTIMCO,Total Portable Alpha DM Consol,Developed Markets Public Equity,Hedge Fund Overlay,Global Equity,TRUE,30-09-2022 00:00:00,,-0.09296,-0.061877,-0.196329,0.045571,0.053017,0.081093,-0.09296,-0.254243,0.051783,8.003,,506853000000,457551000000,12,77886,IX1F00052438,1204,MSCI World,-0.213726,0.017494,0.038679,0.079084
7569,7432,UTIMCO,MSCI World - Levered Swaps for DM-PA,Developed Markets Public Equity,Hedge Fund Overlay,Global Equity,TRUE,30-09-2022 00:00:00,,-0.09296,-0.061877,-0.196329,0.045571,0.053017,0.081093,-0.09296,-0.254243,0.051783,8.003,,506853000000,457551000000,12,77886,IX1F00052438,1204,MSCI World,-0.213726,0.017494,0.038679,0.079084
3659,94280,UTIMCO,Total Portable Alpha,Developed Markets Public Equity,Hedge Fund Overlay,Global Equity,TRUE,30-09-2022 00:00:00,,-0.09296,-0.061877,-0.196329,0.045571,0.053017,0.081093,-0.09296,-0.254243,0.051783,8.003,,506853000000,457551000000,12,77886,IX1F00052438,1204,MSCI World,-0.213726,0.017494,0.038679,0.079084
14164,104837,Westwood Global,Westwood Developed,Developed Markets Public Equity,Non-U.S. Developed Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.093547,-0.093576,-0.251311,-0.018339,-0.008367,0.036691,-0.093547,-0.270943,0.032867,7.1656,,135693000000,122288000000,12,78006,IX1F00052708,3270,MSCI EAFE,-0.225115,-0.029779,-0.017105,0.028388
14164,80555,Westwood Global,Westwood Developed,Developed Markets Public Equity,Non-U.S. Developed Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.093547,-0.093576,-0.251311,-0.018339,-0.008367,0.036691,-0.093547,-0.270943,0.032867,7.1656,,135693000000,122288000000,12,78006,IX1F00052708,3270,MSCI EAFE,-0.225115,-0.029779,-0.017105,0.028388
8921,75095,Silchester,Silchester IE,Developed Markets Public Equity,Non-U.S. Developed Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.089653,-0.10205,-0.201614,-0.027864,-0.0274,0.023929,-0.089653,-0.210843,0.032908,9.2498,,67335191608,60714091964,12,84308,IX1F00126038,3450,MSCI EAFE Value,-0.213467,0.021355,-0.033251,0.014239
8921,110057,Silchester,Silchester IE,Developed Markets Public Equity,Non-U.S. Developed Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.089653,-0.10205,-0.201614,-0.027864,-0.0274,0.023929,-0.089653,-0.210843,0.032908,9.2498,,67335191608,60714091964,12,84308,IX1F00126038,3450,MSCI EAFE Value,-0.213467,0.021355,-0.033251,0.014239
10236,90498,East Bridge Capital,East Bridge India,Emerging Markets Public Equity,Global EM Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.062616,0.088805,-0.15481,0.108853,0.020934,0.067163,-0.062616,-0.141816,0.134032,12.7704,,1412809899,1321289113,12,84732,IX1F00371967,4350,MSCI India Mid Cap,-0.095578,0.161504,0.069403,0.071705
10236,80735,East Bridge Capital,East Bridge India,Emerging Markets Public Equity,Global EM Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.062616,0.088805,-0.15481,0.108853,0.020934,0.067163,-0.062616,-0.141816,0.134032,12.7704,,1412809899,1321289113,12,84732,IX1F00371967,4350,MSCI India Mid Cap,-0.095578,0.161504,0.069403,0.071705
2219,82655,Arrowstreet,Arrowstreet EM,Emerging Markets Public Equity,Global EM Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.115028,-0.107854,-0.275109,-0.011977,-0.01437,0.012673,-0.115028,-0.267899,0.059893,6.9122,,74417996511,66077762948,12,88386,IX1F00079527,3810,MSCI EM IMI,-0.215779,-0.064226,-0.015024,0.039603
2219,89298,Arrowstreet,Arrowstreet EM,Emerging Markets Public Equity,Global EM Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.115028,-0.107854,-0.275109,-0.011977,-0.01437,0.012673,-0.115028,-0.267899,0.059893,6.9122,,74417996511,66077762948,12,88386,IX1F00079527,3810,MSCI EM IMI,-0.215779,-0.064226,-0.015024,0.039603
10294,79595,Acadian,Acadian EM Small Cap,Emerging Markets Public Equity,Global EM Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.100269,-0.052519,-0.232294,0.055351,0.012518,0.029135,-0.100269,-0.242341,0.072035,7.6617,,9697976484,8731167441,12,80226,IX1F0005747C,3870,MSCI EM Small Cap,-0.208014,0.04865,0.026637,0.046792
10294,96798,Acadian,Acadian EM Small Cap,Emerging Markets Public Equity,Global EM Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.100269,-0.052519,-0.232294,0.055351,0.012518,0.029135,-0.100269,-0.242341,0.072035,7.6617,,9697976484,8731167441,12,80226,IX1F0005747C,3870,MSCI EM Small Cap,-0.208014,0.04865,0.026637,0.046792
32473,8575,D1 Capital Partners,D1 HF,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
25904,87746,Two Creeks,Two Creeks,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
22017,87986,Thunderbird,Thunderbird,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
15165,75327,Hound,Hound HF,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
14124,10915,D1 Capital Partners,D1 CI - Rivian,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
12457,87326,Hengistbury,Hengistbury,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
12163,87026,Slate Path,Slate Path HF,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
11900,86126,Route One,Route One,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
11533,11035,Tiger Pacific,Tiger Pacific,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
7888,10675,Hound,Hound Variable Beta,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
5076,87926,Immersion,Immersion,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
4716,87806,Soroban,Soroban Opp,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
4128,7795,Valiant,Valiant,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
3624,83727,UTIMCO,Total Directional Hedge Long/Short Equity,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
3576,85167,Steadfast,Steadfast,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
3576,82526,Steadfast,Steadfast,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
3052,84747,Maverick,Maverick HF - Hedged,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
3052,10735,Maverick,Maverick HF - Hedged,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
3052,5575,Maverick,Maverick HF - Hedged,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
2578,10015,Junto,Junto,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
1963,86426,Janchor,Janchor HF,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
1780,9895,Deerfield,Deerfield Partners,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
905,9055,Eminence,Eminence II,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
788,10255,TPG Capital,TPG TPEP HF,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
590,82766,Axon,Axon,Directional Hedge Funds,Long/Short Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.042361,-0.023355,-0.132469,0.06242,0.043883,0.053332,-0.042361,-0.138078,0.065857,10.3914,,,,12,99843,IX1F0000533C,1723,HFRI Equity Hedge,-0.099003,0.051571,0.042368,0.055329
20444,8215,Owl Creek,Owl Creek CI - Yahoo/Alibaba,Directional Hedge Funds,Event-Driven,Global Equity,TRUE,30-09-2022 00:00:00,,-0.032435,-0.003902,-0.067606,0.052367,0.039728,0.048751,-0.032435,-0.077286,0.065947,9.4489,,,,12,93064,IX1F0000929C,2443,HFRI Event Driven,-0.064705,0.076457,0.037685,0.05059
4217,83967,UTIMCO,Total Directional Hedge Credit,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.016402,-0.003517,-0.065206,0.041462,0.030886,0.034683,-0.016402,-0.069173,0.038103,6.1187,,,,12,100263,IX1F0000607C,2983,HFRI Fund of Funds,-0.042807,0.033656,0.030817,0.031764
3969,14635,UTIMCO,Total Directional Hedge,Directional Hedge Funds,,Global Equity,TRUE,30-09-2022 00:00:00,,-0.016402,-0.003517,-0.065206,0.041462,0.030886,0.034683,-0.016402,-0.069173,0.038103,6.1187,,,,12,100263,IX1F0000607C,2983,HFRI Fund of Funds,-0.042807,0.033656,0.030817,0.031764
3969,3413,UTIMCO,Total Directional Hedge,Directional Hedge Funds,,Global Equity,TRUE,30-09-2022 00:00:00,,-0.016402,-0.003517,-0.065206,0.041462,0.030886,0.034683,-0.016402,-0.069173,0.038103,6.1187,,,,12,100263,IX1F0000607C,2983,HFRI Fund of Funds,-0.042807,0.033656,0.030817,0.031764
16873,10555,Marshall Wace,Marshall Wace Eureka,Directional Hedge Funds,Directional Multi-Strat,Global Equity,TRUE,30-09-2022 00:00:00,,-0.016402,-0.003517,-0.065206,0.041462,0.030886,0.034683,-0.016402,-0.069173,0.038103,6.1187,,,,12,100263,IX1F0000607C,2983,HFRI Fund of Funds,-0.042807,0.033656,0.030817,0.031764
8174,83847,UTIMCO,Total Directional Hedge Multi,Directional Hedge Funds,Directional Multi-Strat,Global Equity,TRUE,30-09-2022 00:00:00,,-0.016402,-0.003517,-0.065206,0.041462,0.030886,0.034683,-0.016402,-0.069173,0.038103,6.1187,,,,12,100263,IX1F0000607C,2983,HFRI Fund of Funds,-0.042807,0.033656,0.030817,0.031764
3232,86906,Myriad,Myriad,Directional Hedge Funds,Directional Multi-Strat,Global Equity,TRUE,30-09-2022 00:00:00,,-0.016402,-0.003517,-0.065206,0.041462,0.030886,0.034683,-0.016402,-0.069173,0.038103,6.1187,,,,12,100263,IX1F0000607C,2983,HFRI Fund of Funds,-0.042807,0.033656,0.030817,0.031764
2558,11335,Myriad,Myriad Direct - Didi,Directional Hedge Funds,Directional Multi-Strat,Global Equity,TRUE,30-09-2022 00:00:00,,-0.016402,-0.003517,-0.065206,0.041462,0.030886,0.034683,-0.016402,-0.069173,0.038103,6.1187,,,,12,100263,IX1F0000607C,2983,HFRI Fund of Funds,-0.042807,0.033656,0.030817,0.031764
1126,8755,Farallon,Farallon CIP VI,Directional Hedge Funds,Directional Multi-Strat,Global Equity,TRUE,30-09-2022 00:00:00,,-0.016402,-0.003517,-0.065206,0.041462,0.030886,0.034683,-0.016402,-0.069173,0.038103,6.1187,,,,12,100263,IX1F0000607C,2983,HFRI Fund of Funds,-0.042807,0.033656,0.030817,0.031764
468,7435,Baupost,Baupost,Directional Hedge Funds,Directional Multi-Strat,Global Equity,TRUE,30-09-2022 00:00:00,,-0.016402,-0.003517,-0.065206,0.041462,0.030886,0.034683,-0.016402,-0.069173,0.038103,6.1187,,,,12,100263,IX1F0000607C,2983,HFRI Fund of Funds,-0.042807,0.033656,0.030817,0.031764
24184,75687,Farallon,FASS III,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
23465,8455,Farallon,Farallon Special Situations I,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
7468,10495,Farallon,Farallon Special Situations II,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
5957,86726,Farallon,FASS II,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
5684,86006,Farallon,FASS,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
5116,88166,Farallon,Farallon Overflow,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
6251,9175,DE Shaw,DE Shaw Alkali IV,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
5834,10375,DE Shaw,DE Shaw Alkali V - Offshore,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
2509,10315,DE Shaw,DE Shaw Alkali V - Onshore,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
11674,75807,Deerfield,Deerfield PDIV,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
7477,10435,Deerfield,Deerfield PDV,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
964,85826,Deerfield,Deerfield PDII,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
876,85886,Deerfield,Deerfield PDIII,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
11486,86606,Sculptor,Sculptor Credit Opp,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
7977,8335,Contrarian,Contrarian EM II,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
3396,83846,Silver Point,Silver Point HF,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
3325,87206,Oaktree,Oaktree TX,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
643,7315,Centerbridge,Centerbridge,Directional Hedge Funds,Directional Credit,Global Equity,TRUE,30-09-2022 00:00:00,,-0.025209,-0.013882,-0.043037,0.070626,0.047885,0.050436,-0.025209,-0.049985,0.066596,9.7684,,,,12,100143,IX1F0000538C,2623,HFRI Event Driven: Distressed/Restructuring,-0.061732,0.102928,0.04498,0.056747
34957,107177,Indus,Indus Japan LO,Developed Markets Public Equity,Non-U.S. Developed Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.094896,-0.068845,-0.284151,-0.024849,-0.008234,0.052378,,-0.248446,,7.0503,,,,12,97815,IX1G00262758,3784,TOPIX,-0.198467,-0.070814,-0.033248,0.034135
34957,75395,Indus,Indus Japan LO,Developed Markets Public Equity,Non-U.S. Developed Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.094896,-0.068845,-0.284151,-0.024849,-0.008234,0.052378,,-0.248446,,7.0503,,,,12,97815,IX1G00262758,3784,TOPIX,-0.198467,-0.070814,-0.033248,0.034135
6060,413,UTIMCO,Total Developed Public Equity,Developed Markets Public Equity,,Global Equity,TRUE,30-09-2022 00:00:00,,-0.09296,-0.061877,-0.196329,0.045029,0.052792,0.080978,-0.09296,-0.254243,,,,,,12,99800,UGEGX0903060,4614,Developed Markets Public Equity Custom BM,-0.213726,0.017304,0.038411,0.078919
23917,89660,UTIMCO,Total Global Equity,Total Regime,,Global Equity,TRUE,30-09-2022 00:00:00,,-0.044977,-0.047509,-0.108396,0.096148,0.08465,0.080588,-0.044977,-0.137364,,,,,,12,101780,UGEGX0903093,1984,PUF GEF Total Global Equity BM,-0.117811,0.095016,0.084091,0.086362
6614,90018,Hillhouse,Hillhouse China Value,Emerging Markets Public Equity,Global EM Public Equity,Global Equity,TRUE,30-09-2022 00:00:00,,-0.096167,-0.18962,-0.273118,0.04266,-0.007113,0.048945,-0.096167,-0.297239,,,,,,12,99363,IX1F0000462C,3150,MSCI China A Shares,-0.176209,-0.072288,0.057474,0.009638
